STUDENTNAAM,GESLACHT,GEBOORTEDATUM,KLASCODE,VAKCODE,DOCENTNAAM,PROEFWERKDATUM,CIJFER
Student109,V,2005-07-07 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"7,1"
Student102,V,2005-10-03 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,1"
Student102,V,2005-10-03 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"7,2"
Student101,V,2006-03-26 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,3"
Student109,V,2005-07-07 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,4"
Student103,V,2005-07-28 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"7,5"
Student105,V,2005-04-10 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,6"
Student105,V,2005-04-10 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"7,8"
Student106,V,2005-06-12 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"7,8"
Student107,V,2006-08-13 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,8"
Student106,V,2005-06-12 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,9"
Student102,V,2005-10-03 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"2,4"
Student110,V,2006-06-18 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,4"
Student101,V,2006-03-26 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,6"
Student107,V,2006-08-13 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,7"
Student102,V,2005-10-03 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"2,8"
Student108,V,2006-04-26 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"3,3"
Student110,V,2006-06-18 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"3,4"
Student106,V,2005-06-12 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"3,5"
Student108,V,2006-04-26 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"3,5"
Student104,V,2006-06-14 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"3,9"
Student109,V,2005-07-07 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"4,3"
Student103,V,2005-07-28 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,4"
Student101,V,2006-03-26 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"4,4"
Student108,V,2006-04-26 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"4,6"
Student102,V,2005-10-03 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,7"
Student101,V,2006-03-26 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,7"
Student105,V,2005-04-10 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,0"
Student103,V,2005-07-28 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,0"
Student104,V,2006-06-14 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,1"
Student105,V,2005-04-10 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"5,2"
Student105,V,2005-04-10 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"5,9"
Student103,V,2005-07-28 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,1"
Student107,V,2006-08-13 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"6,1"
Student109,V,2005-07-07 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"6,4"
Student107,V,2006-08-13 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,7"
Student106,V,2005-06-12 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"7,0"
Student104,V,2006-06-14 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"7,0"
Student110,V,2006-06-18 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"7,3"
Student109,V,2005-07-07 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"7,4"
Student106,V,2005-06-12 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"7,8"
Student20,X,2005-07-20 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"4,5"
Student10,X,2005-03-21 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"5,2"
Student18,X,2005-07-02 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"5,8"
Student20,X,2005-07-20 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"5,9"
Student10,X,2005-03-21 00:00:00,HV1,AAK,Docent 10,2024-02-19 00:00:00,"6,2"
Student20,X,2005-07-20 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"7,1"
Student18,X,2005-07-02 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"7,3"
Student10,X,2005-03-21 00:00:00,HV1,AAK,Docent 5,2023-10-20 00:00:00,"8,4"
Student18,X,2005-07-02 00:00:00,HV1,AAK,Docent 5,2024-05-21 00:00:00,"9,5"
Student18,X,2005-07-02 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"4,2"
Student10,X,2005-03-21 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"4,4"
Student10,X,2005-03-21 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"5,5"
Student20,X,2005-07-20 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"5,8"
Student18,X,2005-07-02 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"6,6"
Student10,X,2005-03-21 00:00:00,HV1,BIO,Docent 3,2024-05-24 00:00:00,"7,6"
Student20,X,2005-07-20 00:00:00,HV1,BIO,Docent 8,2024-02-21 00:00:00,"8,3"
Student18,X,2005-07-02 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"8,6"
Student20,X,2005-07-20 00:00:00,HV1,BIO,Docent 3,2023-10-18 00:00:00,"9,0"
Student20,X,2005-07-20 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"4,1"
Student10,X,2005-03-21 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"4,3"
Student10,X,2005-03-21 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"4,6"
Student20,X,2005-07-20 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"4,6"
Student18,X,2005-07-02 00:00:00,HV1,ENG,Docent 2,2023-10-17 00:00:00,"5,8"
Student10,X,2005-03-21 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"6,6"
Student18,X,2005-07-02 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"6,9"
Student20,X,2005-07-20 00:00:00,HV1,ENG,Docent 7,2024-05-22 00:00:00,"7,6"
Student18,X,2005-07-02 00:00:00,HV1,ENG,Docent 7,2024-02-22 00:00:00,"8,5"
Student18,X,2005-07-02 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"4,2"
Student18,X,2005-07-02 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"5,1"
Student10,X,2005-03-21 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"5,4"
Student20,X,2005-07-20 00:00:00,HV1,NED,Docent 6,2024-02-23 00:00:00,"5,4"
Student10,X,2005-03-21 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"6,0"
Student10,X,2005-03-21 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"6,9"
Student20,X,2005-07-20 00:00:00,HV1,NED,Docent 1,2023-10-16 00:00:00,"7,1"
Student20,X,2005-07-20 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"8,6"
Student18,X,2005-07-02 00:00:00,HV1,NED,Docent 1,2024-05-23 00:00:00,"9,1"
Student10,X,2005-03-21 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"3,9"
Student10,X,2005-03-21 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"4,0"
Student18,X,2005-07-02 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"4,2"
Student18,X,2005-07-02 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student18,X,2005-07-02 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"5,0"
Student10,X,2005-03-21 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"5,1"
Student20,X,2005-07-20 00:00:00,HV1,WIS,Docent 4,2023-10-19 00:00:00,"6,2"
Student20,X,2005-07-20 00:00:00,HV1,WIS,Docent 9,2024-02-20 00:00:00,"7,9"
Student20,X,2005-07-20 00:00:00,HV1,WIS,Docent 9,2024-05-20 00:00:00,"9,3"
Student32,X,2006-07-07 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"5,2"
Student33,X,2005-02-19 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"5,5"
Student33,X,2005-02-19 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"6,8"
Student48,X,2006-08-03 00:00:00,HV2,AAK,Docent 5,2024-05-21 00:00:00,"7,0"
Student48,X,2006-08-03 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"7,1"
Student48,X,2006-08-03 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"7,7"
Student32,X,2006-07-07 00:00:00,HV2,AAK,Docent 5,2023-10-20 00:00:00,"8,6"
Student33,X,2005-02-19 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"8,8"
Student32,X,2006-07-07 00:00:00,HV2,AAK,Docent 10,2024-02-19 00:00:00,"9,1"
Student33,X,2005-02-19 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,8"
Student48,X,2006-08-03 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"4,9"
Student33,X,2005-02-19 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student48,X,2006-08-03 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"5,5"
Student32,X,2006-07-07 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"6,8"
Student48,X,2006-08-03 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"7,7"
Student32,X,2006-07-07 00:00:00,HV2,BIO,Docent 3,2023-10-18 00:00:00,"8,1"
Student33,X,2005-02-19 00:00:00,HV2,BIO,Docent 8,2024-02-21 00:00:00,"8,2"
Student32,X,2006-07-07 00:00:00,HV2,BIO,Docent 3,2024-05-24 00:00:00,"8,5"
Student48,X,2006-08-03 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"4,2"
Student33,X,2005-02-19 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"4,8"
Student32,X,2006-07-07 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"5,6"
Student33,X,2005-02-19 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"6,5"
Student48,X,2006-08-03 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"6,7"
Student48,X,2006-08-03 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"6,8"
Student33,X,2005-02-19 00:00:00,HV2,ENG,Docent 2,2023-10-17 00:00:00,"7,0"
Student32,X,2006-07-07 00:00:00,HV2,ENG,Docent 7,2024-02-22 00:00:00,"9,3"
Student32,X,2006-07-07 00:00:00,HV2,ENG,Docent 7,2024-05-22 00:00:00,"9,3"
Student33,X,2005-02-19 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"4,1"
Student32,X,2006-07-07 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"4,4"
Student32,X,2006-07-07 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"4,4"
Student48,X,2006-08-03 00:00:00,HV2,NED,Docent 1,2024-05-23 00:00:00,"5,1"
Student33,X,2005-02-19 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"7,4"
Student48,X,2006-08-03 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"8,3"
Student33,X,2005-02-19 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"9,4"
Student32,X,2006-07-07 00:00:00,HV2,NED,Docent 1,2023-10-16 00:00:00,"9,9"
Student48,X,2006-08-03 00:00:00,HV2,NED,Docent 6,2024-02-23 00:00:00,"10,0"
Student48,X,2006-08-03 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"4,2"
Student32,X,2006-07-07 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"4,6"
Student32,X,2006-07-07 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"4,9"
Student33,X,2005-02-19 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"5,3"
Student48,X,2006-08-03 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"6,6"
Student32,X,2006-07-07 00:00:00,HV2,WIS,Docent 4,2023-10-19 00:00:00,"7,2"
Student48,X,2006-08-03 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"7,5"
Student33,X,2005-02-19 00:00:00,HV2,WIS,Docent 9,2024-05-20 00:00:00,"8,8"
Student33,X,2005-02-19 00:00:00,HV2,WIS,Docent 9,2024-02-20 00:00:00,"9,6"
Student67,X,2006-06-05 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"4,1"
Student67,X,2006-06-05 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"4,3"
Student52,X,2006-04-23 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"4,4"
Student53,X,2005-12-27 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"4,8"
Student53,X,2005-12-27 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"5,3"
Student67,X,2006-06-05 00:00:00,HV3,AAK,Docent 5,2023-10-20 00:00:00,"5,8"
Student52,X,2006-04-23 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"6,1"
Student53,X,2005-12-27 00:00:00,HV3,AAK,Docent 5,2024-05-21 00:00:00,"6,5"
Student52,X,2006-04-23 00:00:00,HV3,AAK,Docent 10,2024-02-19 00:00:00,"6,8"
Student53,X,2005-12-27 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,0"
Student67,X,2006-06-05 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,1"
Student52,X,2006-04-23 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"3,2"
Student67,X,2006-06-05 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"3,3"
Student52,X,2006-04-23 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"3,7"
Student53,X,2005-12-27 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"4,0"
Student67,X,2006-06-05 00:00:00,HV3,BIO,Docent 8,2024-02-21 00:00:00,"4,0"
Student53,X,2005-12-27 00:00:00,HV3,BIO,Docent 3,2023-10-18 00:00:00,"4,4"
Student52,X,2006-04-23 00:00:00,HV3,BIO,Docent 3,2024-05-24 00:00:00,"5,9"
Student67,X,2006-06-05 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"3,4"
Student67,X,2006-06-05 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"3,6"
Student52,X,2006-04-23 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"4,2"
Student53,X,2005-12-27 00:00:00,HV3,ENG,Docent 7,2024-02-22 00:00:00,"4,6"
Student53,X,2005-12-27 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"5,9"
Student52,X,2006-04-23 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"6,1"
Student53,X,2005-12-27 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"6,2"
Student67,X,2006-06-05 00:00:00,HV3,ENG,Docent 7,2024-05-22 00:00:00,"6,3"
Student52,X,2006-04-23 00:00:00,HV3,ENG,Docent 2,2023-10-17 00:00:00,"6,6"
Student53,X,2005-12-27 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"2,8"
Student53,X,2005-12-27 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"3,2"
Student52,X,2006-04-23 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"3,4"
Student53,X,2005-12-27 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"3,5"
Student67,X,2006-06-05 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"4,1"
Student52,X,2006-04-23 00:00:00,HV3,NED,Docent 1,2023-10-16 00:00:00,"4,9"
Student67,X,2006-06-05 00:00:00,HV3,NED,Docent 1,2024-05-23 00:00:00,"5,2"
Student52,X,2006-04-23 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,4"
Student67,X,2006-06-05 00:00:00,HV3,NED,Docent 6,2024-02-23 00:00:00,"5,7"
Student52,X,2006-04-23 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"3,2"
Student67,X,2006-06-05 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"3,6"
Student53,X,2005-12-27 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"5,2"
Student67,X,2006-06-05 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"6,1"
Student52,X,2006-04-23 00:00:00,HV3,WIS,Docent 9,2024-02-20 00:00:00,"6,1"
Student53,X,2005-12-27 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"6,3"
Student53,X,2005-12-27 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"6,3"
Student67,X,2006-06-05 00:00:00,HV3,WIS,Docent 9,2024-05-20 00:00:00,"6,3"
Student52,X,2006-04-23 00:00:00,HV3,WIS,Docent 4,2023-10-19 00:00:00,"6,4"
Student88,X,2005-10-31 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"5,2"
Student88,X,2005-10-31 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"5,3"
Student89,X,2005-09-11 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"5,7"
Student87,X,2006-08-17 00:00:00,HV4,AAK,Docent 5,2024-05-21 00:00:00,"6,4"
Student87,X,2006-08-17 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"6,5"
Student89,X,2005-09-11 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"6,6"
Student89,X,2005-09-11 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"8,3"
Student87,X,2006-08-17 00:00:00,HV4,AAK,Docent 10,2024-02-19 00:00:00,"8,3"
Student88,X,2005-10-31 00:00:00,HV4,AAK,Docent 5,2023-10-20 00:00:00,"8,7"
Student87,X,2006-08-17 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"4,8"
Student89,X,2005-09-11 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"5,1"
Student88,X,2005-10-31 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"5,9"
Student89,X,2005-09-11 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"6,4"
Student88,X,2005-10-31 00:00:00,HV4,BIO,Docent 3,2023-10-18 00:00:00,"6,5"
Student87,X,2006-08-17 00:00:00,HV4,BIO,Docent 3,2024-05-24 00:00:00,"7,3"
Student88,X,2005-10-31 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"8,2"
Student87,X,2006-08-17 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"8,4"
Student89,X,2005-09-11 00:00:00,HV4,BIO,Docent 8,2024-02-21 00:00:00,"9,3"
Student87,X,2006-08-17 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"4,3"
Student89,X,2005-09-11 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"4,6"
Student88,X,2005-10-31 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"6,3"
Student88,X,2005-10-31 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"7,1"
Student89,X,2005-09-11 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"7,7"
Student88,X,2005-10-31 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"8,1"
Student87,X,2006-08-17 00:00:00,HV4,ENG,Docent 7,2024-05-22 00:00:00,"8,2"
Student89,X,2005-09-11 00:00:00,HV4,ENG,Docent 7,2024-02-22 00:00:00,"8,3"
Student87,X,2006-08-17 00:00:00,HV4,ENG,Docent 2,2023-10-17 00:00:00,"9,9"
Student89,X,2005-09-11 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"5,2"
Student88,X,2005-10-31 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"5,6"
Student87,X,2006-08-17 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"5,9"
Student89,X,2005-09-11 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"6,4"
Student89,X,2005-09-11 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"6,6"
Student87,X,2006-08-17 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"6,9"
Student88,X,2005-10-31 00:00:00,HV4,NED,Docent 6,2024-02-23 00:00:00,"8,3"
Student88,X,2005-10-31 00:00:00,HV4,NED,Docent 1,2023-10-16 00:00:00,"8,8"
Student87,X,2006-08-17 00:00:00,HV4,NED,Docent 1,2024-05-23 00:00:00,"9,9"
Student87,X,2006-08-17 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"4,5"
Student89,X,2005-09-11 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"5,8"
Student88,X,2005-10-31 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"6,2"
Student88,X,2005-10-31 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"6,3"
Student89,X,2005-09-11 00:00:00,HV4,WIS,Docent 4,2023-10-19 00:00:00,"7,3"
Student87,X,2006-08-17 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"8,7"
Student88,X,2005-10-31 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"8,9"
Student87,X,2006-08-17 00:00:00,HV4,WIS,Docent 9,2024-05-20 00:00:00,"9,4"
Student89,X,2005-09-11 00:00:00,HV4,WIS,Docent 9,2024-02-20 00:00:00,"9,8"
Student112,X,2005-06-21 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"3,3"
Student111,X,2005-08-23 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"3,3"
Student112,X,2005-06-21 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"3,8"
Student111,X,2005-08-23 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"4,8"
Student113,X,2005-10-11 00:00:00,HV5,AAK,Docent 5,2023-10-20 00:00:00,"4,8"
Student113,X,2005-10-11 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"5,5"
Student113,X,2005-10-11 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,0"
Student112,X,2005-06-21 00:00:00,HV5,AAK,Docent 5,2024-05-21 00:00:00,"7,3"
Student111,X,2005-08-23 00:00:00,HV5,AAK,Docent 10,2024-02-19 00:00:00,"7,9"
Student111,X,2005-08-23 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"2,1"
Student111,X,2005-08-23 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"2,7"
Student113,X,2005-10-11 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"3,3"
Student112,X,2005-06-21 00:00:00,HV5,BIO,Docent 8,2024-02-21 00:00:00,"4,8"
Student112,X,2005-06-21 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,6"
Student113,X,2005-10-11 00:00:00,HV5,BIO,Docent 3,2024-05-24 00:00:00,"5,6"
Student112,X,2005-06-21 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"6,6"
Student111,X,2005-08-23 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,3"
Student113,X,2005-10-11 00:00:00,HV5,BIO,Docent 3,2023-10-18 00:00:00,"7,8"
Student113,X,2005-10-11 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"3,1"
Student111,X,2005-08-23 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"3,3"
Student111,X,2005-08-23 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"4,0"
Student113,X,2005-10-11 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,3"
Student112,X,2005-06-21 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"4,5"
Student112,X,2005-06-21 00:00:00,HV5,ENG,Docent 7,2024-05-22 00:00:00,"4,7"
Student113,X,2005-10-11 00:00:00,HV5,ENG,Docent 2,2023-10-17 00:00:00,"5,9"
Student112,X,2005-06-21 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"7,7"
Student111,X,2005-08-23 00:00:00,HV5,ENG,Docent 7,2024-02-22 00:00:00,"7,8"
Student111,X,2005-08-23 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"3,1"
Student112,X,2005-06-21 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"4,6"
Student113,X,2005-10-11 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,6"
Student112,X,2005-06-21 00:00:00,HV5,NED,Docent 1,2023-10-16 00:00:00,"4,8"
Student112,X,2005-06-21 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"5,9"
Student111,X,2005-08-23 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"5,9"
Student113,X,2005-10-11 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,1"
Student111,X,2005-08-23 00:00:00,HV5,NED,Docent 6,2024-02-23 00:00:00,"6,8"
Student113,X,2005-10-11 00:00:00,HV5,NED,Docent 1,2024-05-23 00:00:00,"7,7"
Student113,X,2005-10-11 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"4,0"
Student112,X,2005-06-21 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,4"
Student111,X,2005-08-23 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"4,4"
Student111,X,2005-08-23 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"4,7"
Student113,X,2005-10-11 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"5,2"
Student113,X,2005-10-11 00:00:00,HV5,WIS,Docent 9,2024-05-20 00:00:00,"5,6"
Student112,X,2005-06-21 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"5,9"
Student111,X,2005-08-23 00:00:00,HV5,WIS,Docent 9,2024-02-20 00:00:00,"6,6"
Student112,X,2005-06-21 00:00:00,HV5,WIS,Docent 4,2023-10-19 00:00:00,"6,9"
